*******************************************************************
Job name: 
Argument: Server Batch Job
Start Time: 2016-05-30 16:53:15Z
Login to SAP Success, The following is the login information:
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:26', N'953506', N'0', N'24', N'manager', N'REV 06006B3H/007', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [REV 06006B3H/008    ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:26', N'953506', N'0', N'24', N'manager', N'REV 06006B3H/008', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [REV 06006B3H/009    ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:26', N'953506', N'0', N'24', N'manager', N'REV 06006B3H/009', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [REV 06006B3H/010    ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:26', N'953506', N'0', N'24', N'manager', N'REV 06006B3H/010', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [REV 06006B3H/011    ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:26', N'953506', N'0', N'24', N'manager', N'REV 06006B3H/011', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [REV 06006B3H/012    ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:26', N'953506', N'0', N'24', N'manager', N'REV 06006B3H/012', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [REV 06006B3H/013    ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:26', N'953506', N'0', N'24', N'manager', N'REV 06006B3H/013', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [REV 06006B3H/014    ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:26', N'953506', N'0', N'24', N'manager', N'REV 06006B3H/014', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [REV 06006B3H/015    ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:26', N'953506', N'0', N'24', N'manager', N'REV 06006B3H/015', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [REV 06006B3H/016    ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:26', N'953506', N'0', N'24', N'manager', N'REV 06006B3H/016', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [CQ#000665,946221    ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:26', N'953506', N'0', N'24', N'manager', N'CQ#000665,946221', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [CQ#000710,946240    ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:26', N'953506', N'0', N'24', N'manager', N'CQ#000710,946240', N'P' ) 
******************************************
